Total_Distance,Distance,Altitude,Easting,Northing,Longitude,Latitude,V_max
0,0,669.2,2745686.1,1254300.5,9.369554,47.423378,80
10,10,669.3,2745679.7,1254292.8,9.369466,47.423311,
20,20,669.3,2745673.4,1254285,9.36938,47.423242,
30.1,30.1,669.3,2745667.1,1254277.2,9.369294,47.423173,
40,40,669.2,2745660.8,1254269.5,9.369208,47.423105,
50,50,669.3,2745654.5,1254261.7,9.369122,47.423037,
60,60,669.2,2745648.2,1254254,9.369036,47.422969,
70,70,669.2,2745641.9,1254246.2,9.36895,47.4229,
80,80,669.2,2745635.6,1254238.5,9.368864,47.422832,
90.1,90.1,669.3,2745629.2,1254230.7,9.368777,47.422763,
100,100,669.2,2745622.9,1254223,9.368691,47.422696,
110,110,669.3,2745616.6,1254215.2,9.368605,47.422627,
120.1,120.1,669.3,2745610.3,1254207.4,9.368519,47.422558,
130,130,669.3,2745604,1254199.7,9.368433,47.42249,
140,140,669.3,2745597.7,1254191.9,9.368347,47.422421,
150,150,669.3,2745591.4,1254184.2,9.368261,47.422354,
160.1,160.1,669.3,2745585,1254176.4,9.368174,47.422285,
170,170,669.3,2745578.7,1254168.7,9.368088,47.422217,
180,180,669.3,2745572.4,1254160.9,9.368002,47.422148,
190,190,669.3,2745566.1,1254153.2,9.367916,47.422081,
200,200,669.3,2745559.8,1254145.4,9.36783,47.422012,
210,210,669.3,2745553.5,1254137.6,9.367744,47.421943,
220,220,669.3,2745547.2,1254129.9,9.367658,47.421875,
230,230,669.4,2745540.9,1254122.1,9.367572,47.421806,
240,240,669.4,2745534.5,1254114.4,9.367485,47.421739,
250.1,250.1,669.4,2745528.2,1254106.6,9.367399,47.42167,
260,260,669.5,2745521.9,1254098.9,9.367313,47.421602,
270,270,669.5,2745515.6,1254091.1,9.367227,47.421533,
280,280,669.6,2745509.3,1254083.4,9.367141,47.421465,
290,290,669.7,2745503,1254075.6,9.367055,47.421397,
300,300,669.5,2745496.7,1254067.8,9.366969,47.421328,
310.1,310.1,669.6,2745490.3,1254060.1,9.366881,47.42126,
320.1,320.1,669.6,2745484,1254052.3,9.366795,47.421191,
330,330,669.7,2745477.9,1254044.5,9.366712,47.421123,
340,340,669.7,2745472.1,1254036.3,9.366632,47.42105,
350,350,669.7,2745466.7,1254027.9,9.366558,47.420976,85
360,360,669.8,2745461.3,1254019.5,9.366484,47.420902,
370,370,669.8,2745455.9,1254011.1,9.36641,47.420827,
380,380,669.8,2745450.5,1254002.7,9.366335,47.420753,
390,390,669.8,2745445,1253994.3,9.36626,47.420679,
400,400,669.8,2745439.6,1253985.9,9.366185,47.420604,
410,410,669.9,2745434,1253977.6,9.366109,47.420531,
420,420,670,2745428.1,1253969.5,9.366028,47.420459,
430,430,670,2745422,1253961.6,9.365944,47.42039,
440,440,670.1,2745415.6,1253953.9,9.365857,47.420322,
450,450,670.2,2745409.3,1253946.1,9.365771,47.420253,
460.1,460.1,670.3,2745403,1253938.3,9.365685,47.420184,
470,470,670.4,2745396.7,1253930.6,9.365599,47.420116,
480,480,670.6,2745390.4,1253922.8,9.365513,47.420048,
490.1,490.1,670.7,2745384.1,1253915,9.365427,47.419979,
500,500,670.8,2745377.8,1253907.3,9.365341,47.419911,
510.1,510.1,671,2745371.5,1253899.5,9.365255,47.419842,
520,520,671.1,2745365.2,1253891.8,9.365169,47.419775,
530,530,671.3,2745358.9,1253884,9.365083,47.419706,
540.1,540.1,671.4,2745352.6,1253876.2,9.364997,47.419637,
550,550,671.5,2745346.3,1253868.5,9.364911,47.419569,
560,560,671.6,2745340,1253860.7,9.364825,47.4195,
570.1,570.1,671.9,2745333.7,1253852.9,9.364739,47.419432,
580,580,672,2745327.4,1253845.2,9.364653,47.419364,
590,590,672.1,2745321.1,1253837.4,9.364567,47.419295,
600.1,600.1,672.3,2745314.8,1253829.6,9.364481,47.419226,
610,610,672.4,2745308.5,1253821.9,9.364395,47.419159,
620,620,672.6,2745302.2,1253814.1,9.364309,47.41909,
630,630,672.7,2745295.9,1253806.4,9.364223,47.419022,
640,640,672.8,2745289.6,1253798.6,9.364137,47.418953,
650,650,673,2745283.3,1253790.8,9.364051,47.418885,
660,660,673.2,2745277,1253783.1,9.363965,47.418817,
670,670,673.2,2745270.7,1253775.3,9.363879,47.418748,
680,680,673.4,2745264.4,1253767.5,9.363793,47.418679,
690,690,673.6,2745258.1,1253759.8,9.363707,47.418611,
700,700,673.8,2745251.8,1253752,9.363621,47.418543,
710,710,673.9,2745245.5,1253744.3,9.363535,47.418475,
720,720,673.9,2745239.1,1253736.5,9.363448,47.418406,
730.1,730.1,674,2745232.8,1253728.7,9.363362,47.418337,
740,740,674.1,2745226.5,1253721,9.363276,47.418269,
750,750,674.2,2745220.1,1253713.3,9.363189,47.418202,
760,760,674.4,2745213.7,1253705.7,9.363102,47.418135,
770,770,674.6,2745207.2,1253698.1,9.363013,47.418068,
780,780,674.7,2745200.6,1253690.5,9.362923,47.418001,
790,790,674.9,2745193.9,1253683.1,9.362832,47.417936,
800,800,674.8,2745187.1,1253675.8,9.36274,47.417872,
810,810,674.9,2745180.2,1253668.6,9.362646,47.417809,
820,820,675.1,2745173.1,1253661.5,9.362549,47.417746,
830.1,830.1,675.4,2745165.9,1253654.5,9.362452,47.417685,
840,840,675.3,2745158.6,1253647.7,9.362353,47.417625,
850,850,675.5,2745151.1,1253641.1,9.362251,47.417568,
860,860,675.7,2745143.5,1253634.6,9.362149,47.417511,
870,870,675.9,2745135.8,1253628.2,9.362045,47.417455,
880.1,880.1,676,2745127.9,1253622,9.361938,47.417401,
890.1,890.1,676,2745120,1253615.9,9.361831,47.417348,
900,900,676.1,2745112,1253610,9.361723,47.417297,
910,910,676.3,2745103.9,1253604.1,9.361614,47.417245,
920,920,676.4,2745095.8,1253598.2,9.361505,47.417194,
930,930,676.4,2745087.7,1253592.4,9.361396,47.417144,
940,940,676.5,2745079.6,1253586.5,9.361286,47.417092,
950.1,950.1,676.5,2745071.4,1253580.7,9.361176,47.417042,
960,960,676.4,2745063.3,1253574.9,9.361067,47.416992,
970.1,970.1,676.4,2745055.1,1253569.1,9.360956,47.416941,
980,980,676.4,2745047,1253563.4,9.360847,47.416892,
990,990,676.4,2745038.7,1253557.7,9.360735,47.416843,
1000.1,1000.1,676.5,2745030.4,1253552.1,9.360624,47.416794,
1010,1010,676.4,2745022.1,1253546.6,9.360512,47.416746,
1020,1020,676.4,2745013.7,1253541.2,9.360399,47.4167,
1030,1030,676.4,2745005.2,1253535.9,9.360284,47.416654,130
1040,1040,676.3,2744996.7,1253530.6,9.36017,47.416608,
1050,1050,676.3,2744988.2,1253525.4,9.360056,47.416563,
1060,1060,676.4,2744979.6,1253520.3,9.35994,47.416519,
1070,1070,676.2,2744971,1253515.1,9.359825,47.416474,
1080,1080,676.2,2744962.5,1253509.9,9.35971,47.41643,
1090,1090,676.1,2744953.9,1253504.8,9.359595,47.416386,
1093.9,1093.9,676.1,2744950.55,1253502.75,9.35955,47.416368,
1097.9,1097.9,676.1,2744947.2,1253500.7,9.359505,47.41635,
1107.8,9.9,676,2744938.7,1253495.6,9.35939,47.416306,
1117.9,20,675.9,2744930.1,1253490.4,9.359275,47.416261,
1127.9,30,675.9,2744921.5,1253485.2,9.359159,47.416216,
1137.9,40,675.8,2744913,1253480,9.359045,47.416172,
1147.9,50,675.7,2744904.4,1253474.9,9.358929,47.416128,
1157.8,59.9,675.6,2744895.9,1253469.7,9.358815,47.416083,
1167.9,70,675.6,2744887.3,1253464.5,9.358699,47.416038,
1177.9,80,675.4,2744878.8,1253459.3,9.358585,47.415993,
1187.8,89.9,675.4,2744870.3,1253454.1,9.358471,47.415948,
1197.9,100,675.3,2744861.7,1253448.8,9.358355,47.415902,
1207.9,110,675,2744853.2,1253443.6,9.358241,47.415857,
1217.8,119.9,675.1,2744844.7,1253438.4,9.358127,47.415813,
1227.9,130,674.9,2744836.2,1253433.1,9.358012,47.415767,
1237.8,139.9,674.8,2744827.7,1253427.9,9.357898,47.415722,
1247.9,150,674.7,2744819.1,1253422.7,9.357783,47.415677,
1257.9,160,674.5,2744810.6,1253417.4,9.357668,47.415631,
1267.9,170,674.5,2744802.1,1253412.2,9.357554,47.415586,
1277.9,180,674.5,2744793.6,1253406.9,9.35744,47.415541,
1287.8,189.9,674.2,2744785.1,1253401.7,9.357325,47.415496,
1297.8,199.9,674.2,2744776.6,1253396.5,9.357211,47.415451,
1307.9,210,674.1,2744768,1253391.3,9.357095,47.415406,
1317.8,219.9,673.9,2744759.5,1253386.1,9.356981,47.415361,
1327.9,230,673.8,2744750.9,1253380.9,9.356866,47.415316,
1337.9,240,673.7,2744742.3,1253375.7,9.35675,47.415271,
1347.9,250,673.7,2744733.7,1253370.6,9.356634,47.415227,
1357.9,260,673.5,2744725.1,1253365.5,9.356519,47.415183,
1367.9,270,673.4,2744716.5,1253360.5,9.356403,47.41514,
1377.9,280,673.3,2744707.8,1253355.5,9.356286,47.415097,
1387.9,290,673.3,2744699.1,1253350.6,9.35617,47.415055,
1397.9,300,673,2744690.4,1253345.7,9.356053,47.415013,
1407.9,310,673,2744681.7,1253340.8,9.355936,47.414971,
1417.9,320,672.9,2744672.9,1253336,9.355818,47.41493,
1427.9,330,672.7,2744664.1,1253331.3,9.3557,47.414889,
1437.9,340,672.7,2744655.2,1253326.6,9.35558,47.414849,
1447.9,350,672.7,2744646.4,1253322,9.355462,47.41481,
1457.8,359.9,672.4,2744637.5,1253317.5,9.355343,47.414771,
1467.9,370,672.3,2744628.5,1253313,9.355222,47.414733,
1477.9,380,672.3,2744619.6,1253308.5,9.355103,47.414694,
1487.9,390,672.2,2744610.6,1253304.1,9.354982,47.414657,
1497.9,400,671.9,2744601.6,1253299.8,9.354862,47.41462,
1507.9,410,671.8,2744592.5,1253295.5,9.35474,47.414583,
1517.8,419.9,671.8,2744583.5,1253291.3,9.354619,47.414547,
1527.8,429.9,671.6,2744574.4,1253287.2,9.354497,47.414513,
1537.8,439.9,671.6,2744565.3,1253283.1,9.354375,47.414478,
1547.9,450,671.4,2744556.1,1253279,9.354252,47.414443,
1557.9,460,671.3,2744546.9,1253275,9.354129,47.414409,
1567.9,470,671.3,2744537.7,1253271.1,9.354006,47.414376,
1577.9,480,671,2744528.5,1253267.3,9.353883,47.414344,
1587.9,490,671,2744519.3,1253263.4,9.35376,47.414311,
1597.9,500,670.8,2744510,1253259.7,9.353635,47.414279,
1607.9,510,670.8,2744500.7,1253256,9.353511,47.414248,
1617.8,519.9,670.7,2744491.4,1253252.4,9.353386,47.414218,
1627.9,530,670.6,2744482,1253248.8,9.353261,47.414188,
1637.8,539.9,670.4,2744472.7,1253245.3,9.353136,47.414158,
1647.8,549.9,670.2,2744463.3,1253241.9,9.353011,47.41413,
1657.8,559.9,670.2,2744453.9,1253238.5,9.352885,47.414101,
1667.9,570,670.1,2744444.4,1253235.1,9.352758,47.414073,
1677.9,580,669.9,2744435,1253231.9,9.352633,47.414046,
1687.9,590,669.9,2744425.5,1253228.7,9.352506,47.414019,
1697.9,600,669.7,2744416,1253225.5,9.352379,47.413993,
1707.9,610,669.7,2744406.5,1253222.4,9.352252,47.413967,
1717.9,620,669.5,2744397,1253219.4,9.352125,47.413942,
1727.9,630,669.5,2744387.4,1253216.4,9.351997,47.413917,
1737.9,640,669.3,2744377.9,1253213.5,9.35187,47.413893,
1747.9,650,669.3,2744368.3,1253210.7,9.351742,47.41387,
1757.9,660,669.1,2744358.7,1253207.9,9.351614,47.413847,
1767.8,669.9,669,2744349.1,1253205.2,9.351486,47.413825,
1777.9,680,668.9,2744339.4,1253202.5,9.351357,47.413803,
1787.8,689.9,668.8,2744329.8,1253199.9,9.351229,47.413781,
1797.9,700,668.8,2744320.1,1253197.3,9.3511,47.41376,
1807.9,710,668.7,2744310.4,1253194.7,9.35097,47.413739,
1817.8,719.9,668.5,2744300.8,1253192.2,9.350842,47.413718,
1827.9,730,668.5,2744291.1,1253189.6,9.350713,47.413697,
1837.9,740,668.4,2744281.4,1253187.1,9.350584,47.413677,
1847.9,750,668.2,2744271.8,1253184.5,9.350456,47.413655,
1857.9,760,668.2,2744262.1,1253181.9,9.350326,47.413634,
1867.9,770,668.2,2744252.5,1253179.2,9.350198,47.413612,
1877.8,779.9,668.1,2744242.9,1253176.5,9.35007,47.41359,
1887.8,789.9,668,2744233.3,1253173.7,9.349942,47.413567,
1897.8,799.9,668.1,2744223.7,1253170.9,9.349814,47.413544,
1907.9,810,667.8,2744214.1,1253167.9,9.349686,47.413519,
1917.9,820,667.9,2744204.6,1253164.9,9.349559,47.413494,
1927.9,830,667.7,2744195.1,1253161.8,9.349432,47.413468,
1937.9,840,667.5,2744185.6,1253158.5,9.349305,47.413441,
1947.9,850,667.5,2744176.2,1253155.1,9.34918,47.413412,
1957.8,859.9,667.4,2744166.9,1253151.6,9.349055,47.413383,
1967.9,870,667.2,2744157.5,1253148,9.34893,47.413352,
1977.9,880,667.3,2744148.2,1253144.3,9.348805,47.413321,
1987.9,890,667.2,2744139,1253140.5,9.348682,47.413289,
1997.9,900,666.9,2744129.8,1253136.6,9.348559,47.413256,
2007.8,909.9,667.1,2744120.7,1253132.5,9.348437,47.413221,
2017.8,919.9,666.7,2744111.6,1253128.4,9.348315,47.413186,
2027.9,930,666.7,2744102.5,1253124.1,9.348194,47.413149,
2037.9,940,666.6,2744093.5,1253119.7,9.348073,47.413112,
2047.8,949.9,666.5,2744084.6,1253115.3,9.347954,47.413074,
2057.9,960,666.4,2744075.7,1253110.7,9.347834,47.413035,
2067.9,970,666.3,2744066.8,1253106.1,9.347715,47.412995,
2077.8,979.9,666.2,2744058,1253101.4,9.347597,47.412955,
2087.9,990,666.1,2744049.2,1253096.6,9.347479,47.412914,
2097.9,1000,666,2744040.5,1253091.7,9.347362,47.412872,
2107.8,1009.9,666,2744031.8,1253086.8,9.347245,47.41283,
2117.8,1019.9,665.9,2744023.1,1253081.9,9.347128,47.412787,
2127.9,1030,665.8,2744014.4,1253076.9,9.347011,47.412744,
2137.9,1040,665.7,2744005.8,1253071.8,9.346896,47.4127,
2147.9,1050,665.7,2743997.1,1253066.8,9.346779,47.412657,
2157.9,1060,665.5,2743988.5,1253061.7,9.346663,47.412613,
2167.8,1069.9,665.5,2743980,1253056.6,9.346549,47.412569,
2177.9,1080,665.3,2743971.4,1253051.4,9.346434,47.412524,
2187.9,1090,665.2,2743962.8,1253046.2,9.346318,47.41248,
2197.9,1100,665.1,2743954.3,1253041,9.346204,47.412435,
2207.9,1110,665,2743945.8,1253035.7,9.346089,47.412389,
2217.9,1120,664.9,2743937.3,1253030.4,9.345975,47.412343,
2227.8,1129.9,664.9,2743928.9,1253025.1,9.345862,47.412297,
2237.9,1140,664.7,2743920.4,1253019.7,9.345748,47.412251,
2247.9,1150,664.7,2743912,1253014.3,9.345635,47.412204,
2257.9,1160,664.6,2743903.6,1253008.9,9.345522,47.412157,
2267.9,1170,664.4,2743895.2,1253003.4,9.345409,47.41211,
2277.8,1179.9,664.4,2743886.9,1252998,9.345297,47.412063,
2287.9,1190,664.3,2743878.5,1252992.5,9.345184,47.412015,
2297.9,1200,664.1,2743870.1,1252987,9.345071,47.411968,
2307.9,1210,664,2743861.8,1252981.5,9.344959,47.41192,
2317.9,1220,663.9,2743853.4,1252976,9.344846,47.411872,
2327.9,1230,663.9,2743845,1252970.6,9.344733,47.411826,
2337.8,1239.9,663.7,2743836.7,1252965.1,9.344621,47.411778,
2347.9,1250,663.5,2743828.3,1252959.6,9.344508,47.41173,
2357.8,1259.9,663.6,2743820,1252954.1,9.344397,47.411683,
2367.9,1270,663.5,2743811.6,1252948.6,9.344284,47.411635,
2377.9,1280,663.4,2743803.2,1252943.1,9.344171,47.411587,
2387.9,1290,663.1,2743794.9,1252937.6,9.344059,47.41154,
2397.9,1300,663.2,2743786.5,1252932.1,9.343946,47.411492,
2407.8,1309.9,663,2743778.2,1252926.7,9.343834,47.411445,
2417.9,1320,663,2743769.8,1252921.2,9.343721,47.411398,
2427.9,1330,662.8,2743761.4,1252915.7,9.343608,47.41135,
2437.9,1340,662.7,2743753.1,1252910.2,9.343496,47.411303,
2447.9,1350,662.7,2743744.7,1252904.7,9.343383,47.411255,
2457.9,1360,662.4,2743736.4,1252899.2,9.343272,47.411207,
2467.9,1370,662.3,2743728,1252893.7,9.343159,47.41116,
2477.9,1380,662.3,2743719.6,1252888.3,9.343046,47.411113,
2487.8,1389.9,662.3,2743711.3,1252882.8,9.342934,47.411065,
2497.9,1400,662.1,2743702.9,1252877.3,9.342821,47.411018,
2507.8,1409.9,661.9,2743694.6,1252871.8,9.342709,47.41097,
2517.9,1420,662,2743686.2,1252866.3,9.342596,47.410922,
2527.9,1430,661.8,2743677.8,1252860.8,9.342483,47.410875,
2537.9,1440,661.7,2743669.5,1252855.3,9.342371,47.410827,
2547.9,1450,661.5,2743661.1,1252849.8,9.342258,47.41078,
2557.8,1459.9,661.5,2743652.8,1252844.4,9.342147,47.410733,
2567.9,1470,661.4,2743644.4,1252838.9,9.342034,47.410685,
2577.9,1480,661.2,2743636,1252833.4,9.341921,47.410638,
2587.9,1490,661.1,2743627.7,1252827.9,9.341809,47.41059,
2597.9,1500,661.1,2743619.3,1252822.4,9.341696,47.410542,
2607.9,1510,661,2743611,1252816.9,9.341584,47.410495,
2617.9,1520,660.8,2743602.6,1252811.4,9.341471,47.410447,
2627.9,1530,660.8,2743594.2,1252806,9.341358,47.4104,
2637.8,1539.9,660.7,2743585.9,1252800.5,9.341247,47.410353,
2647.9,1550,660.6,2743577.5,1252795,9.341133,47.410305,
2657.8,1559.9,660.4,2743569.2,1252789.5,9.341022,47.410257,
2667.9,1570,660.4,2743560.8,1252784,9.340909,47.41021,
2677.9,1580,660.3,2743552.4,1252778.5,9.340796,47.410162,
2687.9,1590,660.1,2743544.1,1252773,9.340684,47.410115,
2697.9,1600,660.1,2743535.7,1252767.5,9.340571,47.410067,
2707.8,1609.9,660,2743527.4,1252762.1,9.340459,47.41002,
2717.9,1620,660,2743519,1252756.6,9.340346,47.409973,
2727.9,1630,659.7,2743510.6,1252751.1,9.340233,47.409925,
2737.8,1639.9,659.6,2743502.3,1252745.6,9.340122,47.409877,
2747.9,1650,659.6,2743493.9,1252740.1,9.340009,47.40983,
2757.8,1659.9,659.5,2743485.6,1252734.6,9.339897,47.409782,
2767.9,1670,659.4,2743477.2,1252729.1,9.339784,47.409734,
2777.9,1680,659.2,2743468.8,1252723.7,9.339671,47.409688,
2787.8,1689.9,659.3,2743460.5,1252718.2,9.339559,47.40964,
2797.9,1700,659,2743452.1,1252712.7,9.339446,47.409592,
2807.8,1709.9,659,2743443.8,1252707.2,9.339334,47.409545,
2817.9,1720,658.8,2743435.4,1252701.7,9.339221,47.409497,
2827.9,1730,658.8,2743427,1252696.2,9.339108,47.40945,
2837.9,1740,658.7,2743418.7,1252690.7,9.338997,47.409402,
2847.9,1750,658.5,2743410.3,1252685.2,9.338884,47.409354,
2857.9,1760,658.4,2743401.9,1252679.8,9.338771,47.409308,
2867.8,1769.9,658.3,2743393.6,1252674.3,9.338659,47.40926,
2877.9,1780,658.3,2743385.2,1252668.8,9.338546,47.409212,
2887.8,1789.9,658.1,2743376.9,1252663.3,9.338434,47.409165,
2897.9,1800,658,2743368.5,1252657.8,9.338321,47.409117,
2907.9,1810,658,2743360.1,1252652.3,9.338208,47.409069,
2917.9,1820,657.9,2743351.8,1252646.8,9.338096,47.409022,
2927.9,1830,657.7,2743343.4,1252641.4,9.337983,47.408975,
2937.8,1839.9,657.6,2743335.1,1252635.9,9.337872,47.408927,
2947.9,1850,657.6,2743326.7,1252630.4,9.337759,47.40888,
2957.9,1860,657.4,2743318.3,1252624.9,9.337646,47.408832,
2967.9,1870,657.2,2743310,1252619.4,9.337534,47.408784,
2977.8,1879.9,657.3,2743301.6,1252614,9.337421,47.408738,
2987.9,1890,657.3,2743293.1,1252608.6,9.337307,47.408691,
2997.9,1900,657,2743284.7,1252603.3,9.337194,47.408645,
3007.9,1910,657,2743276.1,1252598.1,9.337078,47.4086,
3017.9,1920,657,2743267.5,1252593,9.336963,47.408556,
3027.8,1929.9,656.9,2743258.9,1252588,9.336847,47.408513,
3037.9,1940,656.4,2743250.1,1252583.1,9.336729,47.408471,
3047.9,1950,656.7,2743241.3,1252578.4,9.336611,47.408431,
3057.9,1960,656.3,2743232.4,1252573.9,9.336492,47.408392,
3067.8,1969.9,656.1,2743223.4,1252569.6,9.336371,47.408356,
3077.9,1980,656.1,2743214.3,1252565.4,9.336249,47.40832,
3087.9,1990,655.9,2743205.1,1252561.5,9.336126,47.408287,
3097.8,1999.9,655.8,2743195.9,1252557.7,9.336003,47.408255,
3107.9,2010,656.2,2743186.5,1252554,9.335877,47.408223,
3117.9,2020,655.9,2743177.1,1252550.6,9.335752,47.408195,
3127.9,2030,655.5,2743167.7,1252547.3,9.335626,47.408167,
3137.8,2039.9,655.6,2743158.2,1252544.3,9.335499,47.408142,
3147.9,2050,655.3,2743148.6,1252541.4,9.335371,47.408118,
3157.8,2059.9,655.4,2743139,1252538.7,9.335243,47.408096,
3167.9,2070,655.5,2743129.3,1252536.1,9.335114,47.408075,
3177.9,2080,655,2743119.6,1252533.6,9.334985,47.408054,
3187.9,2090,655,2743109.9,1252531.2,9.334855,47.408035,
3197.8,2099.9,654.9,2743100.2,1252529,9.334726,47.408017,
3207.9,2110,654.9,2743090.4,1252526.7,9.334596,47.407999,
3217.8,2119.9,654.8,2743080.7,1252524.6,9.334467,47.407982,
3227.9,2130,654.8,2743070.9,1252522.4,9.334336,47.407964,
3237.9,2140,654.7,2743061.1,1252520.3,9.334206,47.407948,
3247.8,2149.9,654.6,2743051.4,1252518.2,9.334076,47.407931,
3257.9,2160,654.5,2743041.6,1252516,9.333946,47.407913,
3267.9,2170,654.3,2743031.8,1252513.9,9.333815,47.407896,
3277.9,2180,654.2,2743022,1252511.8,9.333685,47.40788,
3287.9,2190,654.1,2743012.3,1252509.6,9.333556,47.407862,
3297.9,2200,654,2743002.5,1252507.5,9.333425,47.407845,
3307.9,2210,654,2742992.7,1252505.3,9.333295,47.407828,
3317.8,2219.9,653.9,2742983,1252503.2,9.333166,47.407811,
3327.9,2230,653.9,2742973.2,1252501.1,9.333035,47.407794,
3337.9,2240,653.7,2742963.4,1252498.9,9.332905,47.407776,
3347.8,2249.9,653.4,2742953.7,1252496.8,9.332776,47.40776,
3357.9,2260,653.4,2742943.9,1252494.7,9.332645,47.407743,
3367.9,2270,653.3,2742934.1,1252492.5,9.332515,47.407725,
3377.9,2280,653.2,2742924.3,1252490.4,9.332384,47.407708,
3387.9,2290,653.1,2742914.6,1252488.2,9.332255,47.407691,
3397.9,2300,653,2742904.8,1252486,9.332124,47.407673,
3407.9,2310,652.7,2742895.1,1252483.8,9.331995,47.407655,
3417.9,2320,652.7,2742885.4,1252481.4,9.331866,47.407636,
3427.9,2330,652.7,2742875.7,1252478.9,9.331737,47.407616,
3437.9,2340,652.6,2742866,1252476.3,9.331607,47.407594,
3447.9,2350,652.4,2742856.4,1252473.6,9.331479,47.407572,
3457.9,2360,652.4,2742846.8,1252470.7,9.331351,47.407548,
3467.9,2370,652.3,2742837.3,1252467.7,9.331225,47.407523,
3477.9,2380,652.3,2742827.8,1252464.6,9.331098,47.407497,
3487.8,2389.9,652.2,2742818.4,1252461.3,9.330972,47.40747,
3497.9,2400,652,2742808.9,1252457.9,9.330845,47.407441,
3507.9,2410,652,2742799.6,1252454.4,9.330721,47.407412,
3517.8,2419.9,651.9,2742790.3,1252450.8,9.330597,47.407381,
3527.9,2430,651.8,2742781,1252447,9.330472,47.407349,
3537.9,2440,651.7,2742771.8,1252443.1,9.330349,47.407316,
3547.9,2450,651.7,2742762.6,1252439.1,9.330226,47.407282,
3557.9,2460,651.6,2742753.5,1252435,9.330104,47.407247,
3567.9,2470,651.6,2742744.5,1252430.7,9.329984,47.407211,
3577.9,2480,651.4,2742735.5,1252426.3,9.329863,47.407173,
3587.8,2489.9,651.4,2742726.6,1252421.8,9.329744,47.407135,
3590.5,2492.6,651.4,2742724.2,1252420.6,9.329711,47.407124,
3600.5,10,651.4,2742715.3,1252416,9.329592,47.407085,
3610.5,20,651.3,2742706.6,1252411.2,9.329475,47.407044,
3620.5,30,651.3,2742697.9,1252406.2,9.329359,47.407,
3630.5,40,651.2,2742689.2,1252401.2,9.329242,47.406957,
3640.5,50,651.2,2742680.7,1252396,9.329127,47.406912,
3650.5,60,651.3,2742672.2,1252390.7,9.329013,47.406867,
3660.5,70,651.3,2742663.8,1252385.3,9.3289,47.40682,
3670.5,80,651.2,2742655.4,1252379.8,9.328787,47.406772,
3680.5,90,651.2,2742647.2,1252374.1,9.328677,47.406723,
3690.5,100,651.2,2742639.1,1252368.3,9.328568,47.406672,
3700.5,110,651.2,2742631,1252362.4,9.328458,47.406621,
3710.5,120,651.2,2742623.1,1252356.3,9.328352,47.406568,
3720.4,129.9,651.2,2742615.3,1252350.1,9.328247,47.406514,
3730.5,140,651.2,2742607.5,1252343.7,9.328141,47.406458,
3740.5,150,651.2,2742599.9,1252337.2,9.328039,47.406401,
3750.5,160,651.1,2742592.4,1252330.6,9.327937,47.406344,
3760.5,170,651.1,2742585.1,1252323.8,9.327838,47.406284,
3770.5,180,651.1,2742577.8,1252317,9.327739,47.406224,
3780.5,190,651.1,2742570.7,1252310,9.327643,47.406163,
3790.5,200,651.1,2742563.6,1252302.9,9.327547,47.406101,
3800.5,210,650.9,2742556.6,1252295.7,9.327452,47.406038,
3810.5,220,651.1,2742549.7,1252288.5,9.327358,47.405974,
3820.5,230,650.9,2742542.9,1252281.2,9.327266,47.40591,
3830.5,240,651.1,2742536,1252273.9,9.327172,47.405846,
3840.5,250,651,2742529.2,1252266.6,9.32708,47.405782,
3850.6,260.1,651,2742522.4,1252259.2,9.326987,47.405717,
3860.5,270,650.8,2742515.6,1252251.9,9.326895,47.405653,
3870.5,280,650.6,2742508.8,1252244.6,9.326802,47.405588,
3880.5,290,650.8,2742502.1,1252237.2,9.326711,47.405523,
3890.5,300,650.8,2742495.3,1252229.9,9.326619,47.405459,
3900.5,310,650.8,2742488.5,1252222.5,9.326527,47.405394,
3910.5,320,650.6,2742481.7,1252215.2,9.326434,47.40533,
3920.5,330,650.5,2742474.9,1252207.9,9.326342,47.405266,
3930.5,340,650.5,2742468,1252200.6,9.326248,47.405202,
3940.5,350,650.4,2742461.2,1252193.3,9.326156,47.405137,
3950.5,360,650.3,2742454.3,1252186.1,9.326062,47.405074,
3960.5,370,650.2,2742447.3,1252178.9,9.325967,47.405011,
3970.5,380,650.2,2742440.2,1252171.9,9.325871,47.40495,
3980.5,390,650.1,2742433,1252164.9,9.325773,47.404888,
3990.5,400,650.2,2742425.8,1252158,9.325676,47.404828,
4000.5,410,650,2742418.4,1252151.2,9.325575,47.404768,
4010.5,420,649.8,2742410.9,1252144.6,9.325474,47.40471,
4020.5,430,650,2742403.3,1252138.2,9.325371,47.404655,
4030.6,440.1,649.8,2742395.5,1252131.8,9.325266,47.404599,
4040.5,450,649.7,2742387.7,1252125.7,9.325161,47.404545,
4050.5,460,649.7,2742379.7,1252119.6,9.325053,47.404492,
4060.5,470,649.6,2742371.6,1252113.8,9.324944,47.404442,
4070.5,480,649.9,2742363.4,1252108.1,9.324833,47.404392,
4080.5,490,649.6,2742355.1,1252102.5,9.324721,47.404344,
4090.5,500,649.5,2742346.6,1252097.1,9.324607,47.404297,
4100.5,510,649.5,2742338.1,1252091.9,9.324493,47.404252,
4110.5,520,649.6,2742329.5,1252086.8,9.324377,47.404208,
4120.5,530,649.4,2742320.8,1252081.9,9.324261,47.404166,
4130.5,540,649.3,2742312,1252077.2,9.324143,47.404126,
