Time [s],Position [m],Velocity [m/s],Force (acc) [N],Force (rgb) [N],Force (pnb) [N],Energy [kWh],CPU Time [s]
872.546053,28699.5486,27.77777778,17914.00003,0,0,440.1414723,4.9616732
875.2818554,28775.54311,27.77777778,17913.9999,0,0,440.1414723,4.9616732
878.0285337,28851.83973,27.77777778,17914.00003,0,0,440.1414723,4.9616732
880.7854102,28928.41964,27.77777778,17913.9999,0,0,440.1414723,4.9616732
883.5518047,29005.26393,27.77777778,17914.00003,0,0,440.1414723,4.9616732
886.3270346,29082.35365,27.77777778,17913.9999,0,0,440.1414723,4.9616732
889.1104152,29159.66978,27.77777778,17914.00003,0,0,440.1414723,4.9616732
891.9012598,29237.19324,27.77777778,17913.99989,0,0,440.1414723,4.9616732
894.6988796,29314.9049,27.77777778,17914.00003,0,0,440.1414723,4.9616732
897.5025846,29392.78559,27.77777778,17913.99989,0,0,440.1414723,4.9616732
900.3116828,29470.8161,27.77777778,17914.00003,0,0,440.1414723,4.9616732
903.1254811,29548.97717,27.77777778,17913.99989,0,0,440.1414723,4.9616732
905.9432854,29627.24951,27.77777778,17914.00003,0,0,440.1414723,4.9616732
908.7644004,29705.61381,27.77777778,17913.99989,0,0,440.1414723,4.9616732
911.5881299,29784.05074,27.77777778,17914.00003,0,0,440.1414723,4.9616732
914.4137774,29862.54095,27.77777778,17913.99989,0,0,440.1414723,4.9616732
917.2406455,29941.06507,27.77777778,17914.00003,0,0,440.1414723,4.9616732
920.0680368,30019.60372,27.77777778,17913.99989,0,0,440.1414723,4.9616732
922.8952538,30098.13752,27.77777778,17914.00003,0,0,440.1414723,4.9616732
925.7215987,30176.6471,27.77777778,17913.99989,0,0,440.1414723,4.9616732
928.5463743,30255.11309,27.77777778,17914.00003,0,0,440.1414723,4.9616732
931.3688836,30333.51613,27.77777778,17913.99989,0,0,440.1414723,4.9616732
934.1884302,30411.83687,27.77777778,17914.00004,0,0,440.1414723,4.9616732
937.0043184,30490.05598,27.77777778,17913.99989,0,0,440.1414723,4.9616732
939.8158534,30568.15418,27.77777778,17914.00004,0,0,440.1414723,4.9616732
942.6223415,30646.11218,27.77777778,17913.99988,0,0,440.1414723,4.9616732
945.4230903,30723.91076,27.77777778,17914.00004,0,0,440.1414723,4.9616732
948.2174087,30801.53071,27.77777778,17913.99988,0,0,440.1414723,4.9616732
951.0046072,30878.9529,27.77777778,17914.00004,0,0,440.1414723,4.9616732
953.7839982,30956.1582,27.77777778,17913.99988,0,0,440.1414723,4.9616732
956.5548959,31033.12758,27.77777778,17914.00004,0,0,440.1414723,4.9616732
959.3166166,31109.84205,27.77777778,17913.99988,0,0,440.1414723,4.9616732
962.0684789,31186.28267,27.77777778,17914.00004,0,0,440.1414723,4.9616732
964.8098038,31262.43058,27.77777778,17913.99988,0,0,440.1414723,4.9616732
